time,ax,ay,az,atotal
1.026,-0.08,-0.16,-0.02,0.18
1.036,-0.18,-0.06,-0.01,0.19
1.046,-0.28,0.00,-0.01,0.28
1.056,-0.40,-0.01,-0.04,0.40
1.066,-0.47,-0.07,-0.09,0.48
1.076,-0.48,-0.18,-0.09,0.52
1.086,-0.45,-0.27,-0.01,0.53
1.096,-0.39,-0.31,0.08,0.50
1.106,-0.31,-0.24,0.14,0.42
1.117,-0.27,-0.13,0.15,0.33
1.126,-0.25,0.04,0.12,0.28
1.137,-0.25,0.11,0.14,0.31
1.147,-0.29,0.10,0.22,0.38
1.157,-0.31,0.06,0.22,0.39
1.167,-0.24,0.00,0.24,0.34
1.177,-0.12,-0.09,0.27,0.31
1.187,-0.10,-0.18,0.20,0.29
1.197,-0.15,-0.22,0.22,0.35
1.207,-0.24,-0.17,0.26,0.39
1.217,-0.29,-0.12,0.24,0.39
1.227,-0.24,-0.03,0.16,0.29
1.237,-0.24,0.03,0.19,0.31
1.248,-0.24,0.01,0.30,0.38
1.257,-0.16,0.01,0.21,0.26
1.267,-0.08,0.02,0.25,0.26
1.277,-0.07,-0.05,0.24,0.26
1.287,-0.07,-0.16,0.30,0.35
1.297,-0.05,-0.26,0.33,0.42
1.308,-0.06,-0.25,0.29,0.39
1.318,-0.06,-0.16,0.18,0.25
1.328,0.05,-0.10,0.25,0.27
1.338,0.23,-0.17,0.41,0.50
1.348,0.32,-0.38,0.50,0.70
1.358,0.40,-0.54,0.42,0.79
1.368,0.51,-0.48,0.43,0.82
1.378,0.67,-0.24,0.41,0.83
1.388,0.82,-0.03,0.37,0.90
1.398,0.90,0.02,0.29,0.95
1.408,0.90,-0.02,0.25,0.93
1.418,0.83,-0.02,0.22,0.86
1.428,0.82,0.16,0.27,0.88
1.438,0.83,0.34,0.29,0.95
1.448,0.82,0.37,0.23,0.93
1.458,0.76,0.21,0.18,0.81
1.469,0.65,0.09,0.11,0.66
1.479,0.57,0.13,0.04,0.58
1.489,0.53,0.26,-0.06,0.59
1.499,0.44,0.29,-0.10,0.54
1.509,0.24,0.15,-0.10,0.30
1.519,0.08,-0.04,-0.00,0.08
1.529,-0.02,-0.05,0.05,0.07
1.539,0.05,0.05,0.07,0.10
1.549,0.23,0.08,0.16,0.30
1.559,0.32,0.01,0.23,0.39
1.569,0.33,-0.18,0.26,0.46
1.579,0.37,-0.40,0.25,0.59
1.589,0.38,-0.46,0.22,0.63
1.599,0.46,-0.37,0.12,0.61
1.609,0.56,-0.23,0.04,0.60
1.619,0.59,-0.22,-0.00,0.63
1.630,0.63,-0.25,0.00,0.68
1.639,0.61,-0.18,-0.03,0.64
1.649,0.57,-0.01,-0.08,0.58
1.660,0.50,0.11,-0.03,0.51
1.670,0.37,0.07,0.03,0.38
1.680,0.26,-0.09,0.11,0.29
1.690,0.23,-0.26,0.24,0.42
1.700,0.27,-0.32,0.37,0.56
1.710,0.28,-0.23,0.35,0.50
1.720,0.25,-0.09,0.24,0.36
1.730,0.22,0.01,0.15,0.26
1.740,0.18,-0.01,0.14,0.23
1.750,0.20,-0.02,0.15,0.25
1.760,0.27,0.01,0.15,0.31
1.770,0.32,0.08,0.12,0.35
1.780,0.44,0.11,0.18,0.49
1.790,0.50,0.12,0.30,0.60
1.800,0.44,-0.02,0.40,0.60
1.811,0.33,-0.28,0.46,0.63
1.820,0.26,-0.48,0.51,0.75
1.831,0.21,-0.51,0.45,0.71
1.841,0.12,-0.38,0.28,0.48
1.851,-0.02,-0.26,0.13,0.29
1.861,-0.18,-0.27,-0.06,0.33
1.871,-0.24,-0.34,-0.17,0.45
1.881,-0.17,-0.40,-0.04,0.43
1.891,0.12,-0.46,0.22,0.53
1.901,0.37,-0.41,0.35,0.65
1.911,0.51,-0.39,0.38,0.74
1.921,0.59,-0.46,0.31,0.82
1.931,0.56,-0.54,0.20,0.80
1.941,0.44,-0.57,0.06,0.72
1.951,0.31,-0.52,0.02,0.61
1.961,0.28,-0.46,0.07,0.54
1.971,0.27,-0.45,0.10,0.53
1.981,0.27,-0.54,0.19,0.63
1.991,0.27,-0.63,0.24,0.73
2.001,0.27,-0.70,0.26,0.80
2.011,0.34,-0.71,0.25,0.83
2.021,0.50,-0.63,-0.02,0.80
2.032,0.48,-0.58,-0.13,0.76
2.042,0.45,-0.62,0.02,0.77
2.052,0.63,-0.68,0.05,0.93
2.062,0.93,-0.67,0.08,1.15
2.072,1.29,-0.57,0.10,1.42
2.082,1.55,-0.61,0.09,1.67
2.092,1.62,-0.72,0.04,1.78
2.102,1.48,-0.81,0.05,1.68
2.112,1.16,-0.88,-0.02,1.45
2.122,0.73,-0.91,0.02,1.17
2.132,0.37,-0.90,0.19,0.99
2.142,0.12,-0.98,0.64,1.18
2.152,0.11,-1.11,0.94,1.46
2.162,0.09,-1.27,1.18,1.74
2.173,0.20,-1.35,1.34,1.91
2.183,0.45,-1.32,1.14,1.80
2.193,0.61,-1.25,0.89,1.65
2.203,0.81,-1.13,0.55,1.49
2.213,0.91,-0.94,0.40,1.37
2.223,0.98,-0.76,0.48,1.33
2.233,1.09,-0.57,0.58,1.36
2.243,1.04,-0.54,0.74,1.39
2.253,1.12,-0.64,0.68,1.46
2.263,1.53,-0.75,0.67,1.83
2.273,1.89,-0.75,0.77,2.17
2.283,2.02,-0.71,0.80,2.29
2.293,2.04,-0.67,0.74,2.27
2.303,1.98,-0.69,0.69,2.21
2.313,1.93,-0.82,0.78,2.24
2.323,1.83,-1.05,0.81,2.27
2.333,1.66,-1.31,0.80,2.26
2.344,1.45,-1.43,0.88,2.22
2.354,1.21,-1.55,0.95,2.18
2.364,0.99,-1.75,0.68,2.12
2.374,0.78,-2.08,0.11,2.22
2.384,0.75,-2.42,-0.38,2.56
2.394,0.99,-2.69,-0.42,2.89
2.404,1.51,-2.90,-0.28,3.28
2.414,1.97,-2.88,-0.11,3.49
2.424,2.26,-2.51,0.32,3.39
2.434,2.54,-1.85,1.21,3.37
2.444,2.70,-0.75,1.43,3.15
2.454,1.93,1.11,0.71,2.34
2.464,-0.13,3.54,-0.28,3.55
2.474,-1.97,5.61,-1.06,6.04
2.484,-3.03,6.80,-1.41,7.57
2.494,-4.00,7.53,-1.65,8.68
2.504,-4.47,7.57,-1.55,8.93
2.514,-4.11,6.92,-1.05,8.12
2.525,-3.23,6.06,-0.89,6.92
2.535,-2.18,5.17,-1.61,5.84
2.545,-1.40,4.30,-2.34,5.09
2.555,-0.74,3.38,-2.49,4.26
2.565,-0.24,2.44,-2.04,3.18
2.575,0.02,1.65,-1.45,2.20
2.585,0.09,1.00,-0.96,1.39
2.595,-0.01,0.61,-0.67,0.91
2.605,-0.27,0.53,-0.47,0.76
2.615,-0.68,0.62,-0.27,0.96
2.625,-0.97,0.77,-0.14,1.25
2.635,-1.04,0.69,0.02,1.25
2.645,-0.84,0.49,0.33,1.03
2.655,-0.48,0.21,0.46,0.70
2.665,-0.06,-0.06,0.22,0.24
2.676,0.23,-0.29,-0.22,0.43
2.685,0.34,-0.59,-0.44,0.81
2.695,0.33,-0.90,-0.45,1.06
2.706,0.16,-1.21,-0.51,1.32
2.716,0.03,-1.31,-0.53,1.41
2.726,-0.14,-1.19,-0.48,1.29
2.736,-0.28,-1.00,-0.42,1.13
2.746,-0.36,-0.79,-0.31,0.92
2.756,-0.61,-0.71,-0.14,0.95
2.766,-0.99,-0.73,0.03,1.23
2.776,-1.30,-0.75,0.11,1.51
2.786,-1.53,-0.70,0.13,1.69
2.796,-1.66,-0.56,0.21,1.77
2.806,-1.65,-0.32,0.22,1.69
2.816,-1.55,0.04,0.05,1.55
2.826,-1.47,0.35,-0.09,1.51
2.836,-1.43,0.48,-0.13,1.51
2.846,-1.32,0.33,-0.20,1.38
2.856,-1.15,-0.01,-0.34,1.20
2.866,-0.91,-0.32,-0.40,1.04
2.877,-0.60,-0.54,-0.26,0.85
2.887,-0.38,-0.65,-0.11,0.76
2.897,-0.26,-0.74,-0.07,0.79
2.907,-0.12,-0.80,-0.11,0.82
2.917,0.07,-0.88,0.09,0.89
2.927,0.23,-1.07,0.29,1.13
2.937,0.39,-1.33,0.48,1.47
2.947,0.48,-1.56,0.67,1.76
2.957,0.57,-1.66,0.83,1.94
2.967,0.66,-1.64,0.94,2.00
2.977,0.63,-1.59,0.94,1.95
2.987,0.47,-1.49,0.92,1.81
2.997,0.24,-1.46,0.95,1.75
3.007,0.11,-1.56,0.93,1.82
3.017,0.21,-1.65,0.66,1.79
3.028,0.34,-1.70,0.38,1.77
3.037,0.44,-1.75,0.13,1.81
3.047,0.62,-1.74,-0.07,1.85
3.058,0.82,-1.70,-0.09,1.88
3.068,0.94,-1.74,-0.02,1.98
3.078,0.96,-1.96,-0.00,2.19
3.088,0.89,-2.14,-0.14,2.32
3.098,0.62,-2.36,-0.38,2.47
3.108,0.23,-2.61,-0.60,2.69
3.118,-0.24,-2.93,-0.49,2.98
3.128,-0.63,-3.22,-0.24,3.29
3.138,-0.92,-3.29,-0.01,3.41
3.148,-1.19,-3.25,0.15,3.46
3.158,-1.30,-2.96,0.34,3.25
3.168,-1.15,-2.39,0.45,2.69
3.178,-0.74,-1.72,0.51,1.94
3.188,-0.13,-1.07,0.71,1.29
3.198,0.54,-0.49,0.98,1.22
3.209,1.11,-0.01,0.94,1.45
3.218,1.38,0.35,0.73,1.60
3.229,1.25,0.54,0.66,1.52
3.239,0.76,0.24,1.01,1.29
3.249,0.32,-0.49,1.50,1.61
3.259,0.38,-1.23,1.82,2.23
3.269,0.82,-1.66,2.03,2.75
3.279,1.23,-1.98,2.18,3.19
3.289,1.53,-2.08,2.17,3.37
3.299,1.59,-1.26,1.68,2.64
3.309,1.00,0.29,0.75,1.28
3.319,0.40,2.45,0.36,2.51
3.329,-0.32,4.74,0.12,4.76
3.339,-2.05,6.10,-0.61,6.47
3.349,-3.82,7.28,-2.08,8.48
3.360,-4.05,8.11,-2.62,9.44
3.369,-3.21,7.45,-2.44,8.47
3.379,-2.53,5.50,-1.86,6.34
3.390,-1.42,3.84,-0.80,4.18
3.400,0.13,3.39,-0.78,3.48
3.410,1.36,3.49,-0.96,3.86
3.420,1.63,3.43,-0.52,3.83
3.430,1.07,2.96,0.07,3.15
3.440,0.27,2.13,0.73,2.27
3.450,-0.32,1.54,1.09,1.91
3.460,-0.60,1.24,1.19,1.82
3.470,-0.71,0.99,1.30,1.78
3.480,-0.91,0.80,1.15,1.67
3.490,-1.02,0.66,0.83,1.47
3.500,-0.77,0.58,0.40,1.04
3.510,-0.08,0.47,-0.12,0.49
3.520,0.70,0.40,-0.75,1.10
3.530,1.05,0.38,-1.35,1.75
3.540,1.02,0.34,-1.71,2.02
3.550,0.76,0.28,-1.58,1.77
3.561,0.35,0.09,-1.30,1.35
3.570,-0.04,-0.21,-1.02,1.04
3.581,-0.40,-0.55,-0.78,1.03
3.591,-0.62,-0.94,-0.59,1.27
3.601,-0.64,-1.18,-0.36,1.39
3.611,-0.50,-1.28,-0.09,1.37
3.621,-0.20,-1.42,0.20,1.44
3.631,0.23,-1.64,0.36,1.69
3.641,0.69,-1.81,0.32,1.96
3.651,1.10,-1.75,0.22,2.08
3.661,1.39,-1.40,0.06,1.98
3.671,1.52,-1.00,-0.23,1.83
3.681,1.43,-0.72,-0.57,1.70
3.691,1.21,-0.46,-0.77,1.51
3.701,0.91,-0.16,-0.83,1.24
3.711,0.54,0.15,-1.04,1.18
3.721,0.21,0.23,-0.97,1.02
3.731,-0.04,0.13,-0.53,0.55
3.741,-0.25,-0.09,-0.18,0.32
3.751,-0.31,-0.33,0.02,0.45
3.762,-0.13,-0.50,0.23,0.57
3.772,0.23,-0.69,0.43,0.84
3.782,0.52,-0.86,0.50,1.12
3.792,0.59,-0.93,0.39,1.17
3.802,0.57,-0.91,0.03,1.07
3.812,0.35,-0.86,-0.48,1.04
3.822,-0.02,-0.99,-0.61,1.16
3.832,-0.31,-1.20,-0.56,1.36
3.842,-0.69,-1.49,-0.64,1.76
3.852,-1.02,-1.81,-0.88,2.26
3.862,-1.01,-2.10,-0.98,2.53
3.872,-0.75,-2.29,-0.86,2.56
3.882,-0.42,-2.74,-0.49,2.81
3.892,0.04,-3.21,-0.27,3.22
3.902,0.58,-3.53,-0.00,3.58
3.913,1.05,-3.71,0.34,3.87
3.923,1.52,-3.71,0.40,4.03
3.933,1.99,-3.49,0.70,4.08
3.943,2.44,-2.97,1.06,3.99
3.953,2.72,-2.10,1.19,3.64
3.963,2.62,-1.20,1.09,3.08
3.973,2.18,-0.45,0.83,2.38
3.983,1.60,0.08,0.72,1.76
3.993,0.89,0.34,0.59,1.12
4.003,0.14,0.23,0.46,0.54
4.013,-0.35,-0.21,0.48,0.63
4.023,-0.51,-0.80,0.61,1.13
4.033,-0.29,-1.23,0.58,1.39
4.043,0.30,-1.38,0.35,1.46
4.053,0.94,-1.39,0.17,1.69
4.063,1.43,-1.10,0.17,1.81
4.073,1.65,-0.60,0.06,1.76
4.083,1.57,-0.31,0.09,1.60
4.094,1.47,-0.22,0.17,1.50
4.104,1.33,0.33,0.17,1.38
4.114,1.08,1.28,-0.09,1.68
4.124,0.38,2.48,-0.81,2.64
4.134,-0.82,3.41,-1.53,3.82
4.144,-1.80,3.93,-1.76,4.67
4.154,-2.47,4.16,-1.96,5.22
4.164,-2.93,4.41,-2.80,5.99
4.174,-3.19,4.40,-3.75,6.60
4.184,-3.61,4.12,-3.56,6.53
4.194,-4.30,4.18,-1.59,6.21
4.204,-4.50,4.60,1.18,6.55
4.214,-3.60,5.65,2.44,7.13
4.224,-2.11,6.87,1.57,7.35
4.234,-0.29,7.36,0.20,7.37
4.244,1.31,6.60,-0.37,6.74
4.254,2.29,4.92,-0.42,5.44
4.265,2.72,3.19,-0.19,4.19
4.275,2.73,1.67,0.32,3.21
4.285,2.47,0.61,0.51,2.59
4.295,1.87,0.11,0.45,1.93
4.305,1.10,-0.18,0.36,1.17
4.315,0.39,-0.32,0.11,0.52
4.325,-0.14,-0.57,-0.19,0.61
4.335,-0.38,-1.02,-0.43,1.17
4.345,-0.50,-1.54,-0.45,1.68
4.355,-0.62,-2.09,-0.16,2.18
4.365,-0.69,-2.57,0.16,2.67
4.375,-0.75,-2.95,0.30,3.06
4.385,-0.67,-3.23,0.22,3.31
4.395,-0.52,-3.34,-0.10,3.38
4.405,-0.37,-3.20,-0.41,3.25
4.416,-0.40,-2.79,-0.55,2.88
4.425,-0.63,-2.16,-0.60,2.33
4.436,-0.88,-1.59,-0.68,1.95
4.446,-1.18,-1.23,-0.60,1.81
4.456,-1.49,-0.98,-0.50,1.85
4.466,-1.70,-0.71,-0.43,1.89
4.476,-1.77,-0.44,-0.34,1.86
4.486,-1.56,-0.19,-0.34,1.60
4.496,-1.11,-0.02,-0.38,1.18
4.506,-0.68,0.02,-0.24,0.72
4.516,-0.26,-0.03,0.21,0.34
4.526,0.18,-0.21,0.77,0.82
4.536,0.69,-0.41,0.91,1.21
4.546,1.23,-0.57,0.70,1.53
4.556,1.58,-0.80,0.47,1.83
4.566,1.75,-1.10,0.39,2.10
4.576,1.68,-1.40,0.70,2.29
4.586,1.50,-1.57,1.04,2.41
4.596,1.36,-1.63,1.13,2.41
4.606,1.09,-1.67,1.11,2.28
4.617,0.79,-1.74,0.89,2.11
4.627,0.54,-1.97,0.58,2.13
4.637,0.32,-2.24,0.35,2.29
4.647,0.29,-2.52,0.25,2.55
4.657,0.29,-2.70,0.21,2.72
4.667,0.12,-2.77,-0.06,2.77
4.677,-0.21,-3.03,-0.28,3.05
4.687,-0.70,-3.25,-0.18,3.33
4.697,-1.03,-3.50,0.07,3.64
4.707,-0.95,-3.64,0.30,3.77
4.717,-0.87,-3.52,0.34,3.64
4.727,-0.86,-3.17,0.27,3.30
4.737,-0.73,-2.62,0.19,2.73
4.747,-0.25,-2.00,0.19,2.03
4.757,0.32,-1.43,0.27,1.49
4.767,0.64,-0.92,0.29,1.16
4.777,0.87,-0.55,0.34,1.08
4.787,1.04,-0.53,0.70,1.36
4.798,1.01,-0.67,0.92,1.52
4.808,0.72,-0.80,0.85,1.37
4.817,0.25,-0.93,0.49,1.08
4.828,-0.08,-1.22,0.61,1.36
4.838,0.10,-1.16,0.86,1.44
4.848,0.06,-0.13,-0.16,0.21
4.858,0.05,1.25,-0.23,1.27
4.868,0.43,3.13,0.05,3.16
4.878,-0.24,4.51,0.13,4.52
4.888,-1.58,5.11,-0.97,5.44
4.898,-1.86,5.75,-1.52,6.23
4.908,-1.52,6.20,-1.49,6.55
4.918,-1.07,5.59,-1.35,5.85
4.928,-0.71,4.95,-0.52,5.02
4.938,-0.53,5.21,-0.59,5.27
4.948,-0.02,6.03,-0.96,6.11
4.959,-0.19,5.57,-0.28,5.58
4.969,-0.78,4.12,0.45,4.22
4.979,-0.64,3.10,0.74,3.25
4.989,-0.15,2.45,1.16,2.72
4.999,0.16,2.20,1.39,2.60
5.009,0.47,2.27,1.46,2.74
5.019,0.67,2.28,1.28,2.70
5.029,0.58,2.30,0.77,2.50
5.039,0.43,2.20,0.25,2.26
5.049,0.47,2.03,-0.11,2.09
5.059,0.42,1.65,-0.43,1.76
5.069,0.19,1.10,-0.62,1.27
5.079,-0.13,0.62,-0.58,0.86
5.089,-0.36,0.12,-0.55,0.67
5.099,-0.46,-0.45,-0.58,0.86
5.109,-0.48,-1.06,-0.61,1.32
5.119,-0.42,-1.53,-0.67,1.72
5.129,-0.26,-1.72,-0.70,1.87
5.139,-0.01,-1.74,-0.78,1.90
5.150,0.14,-1.70,-0.88,1.92
5.160,0.19,-1.72,-0.90,1.95
5.170,0.30,-1.75,-0.84,1.97
5.180,0.44,-1.84,-0.70,2.01
5.190,0.63,-1.90,-0.62,2.10
5.200,0.88,-1.87,-0.57,2.14
5.210,1.16,-1.74,-0.61,2.18
5.220,1.32,-1.49,-0.90,2.19
5.230,1.20,-1.21,-1.23,2.10
5.240,0.92,-0.97,-1.43,1.95
5.250,0.54,-0.75,-1.54,1.80
5.260,0.15,-0.71,-1.34,1.53
5.270,-0.29,-0.92,-1.11,1.47
5.280,-0.73,-1.33,-0.97,1.80
5.290,-0.94,-1.78,-0.79,2.16
5.301,-0.94,-2.13,-0.53,2.39
5.310,-0.82,-2.50,-0.12,2.63
5.321,-0.47,-2.86,0.43,2.93
5.331,0.10,-2.85,0.95,3.01
5.341,0.87,-2.05,1.05,2.46
5.351,1.60,-0.63,0.64,1.83
5.361,1.96,0.51,0.17,2.03
5.371,1.86,1.01,-0.06,2.11
5.381,1.54,0.74,-0.11,1.71
5.391,1.09,-0.21,-0.12,1.12
5.401,0.93,-1.22,-0.19,1.55
5.411,1.23,-1.98,-0.41,2.36
5.421,1.34,-2.24,-0.25,2.62
5.431,1.07,-2.27,0.28,2.53
5.441,0.97,-2.14,0.66,2.44
5.451,0.76,-1.88,0.74,2.16
5.461,0.51,-1.76,0.56,1.92
5.471,0.48,-1.77,0.35,1.87
5.481,0.54,-1.91,0.52,2.05
5.491,0.59,-1.97,0.81,2.21
5.502,0.76,-1.83,0.74,2.12
5.512,1.03,-1.50,0.46,1.88
5.522,1.32,-0.92,0.21,1.62
5.532,1.43,-0.37,0.12,1.49
5.542,1.29,-0.05,0.02,1.29
5.552,0.86,-0.06,-0.15,0.87
5.562,0.46,-0.25,-0.14,0.54
5.572,0.32,-0.41,0.09,0.54
5.582,0.21,-0.56,0.25,0.65
5.592,0.16,-0.84,0.17,0.87
5.602,0.11,-0.94,0.27,0.99
5.612,-0.08,-0.55,0.54,0.78
5.622,-0.34,0.22,0.64,0.76
5.633,-0.97,1.21,0.14,1.55
5.642,-1.49,2.16,-0.51,2.67
5.652,-1.71,3.02,-0.87,3.58
5.663,-2.02,3.90,-1.00,4.51
5.673,-2.34,4.55,-0.98,5.21
5.683,-2.28,4.96,-0.83,5.52
5.693,-2.13,5.49,-0.50,5.91
5.703,-2.19,6.08,0.15,6.46
5.713,-1.87,6.61,0.48,6.89
5.723,-0.69,7.10,-0.36,7.14
5.733,0.73,6.98,-1.36,7.15
5.743,1.36,6.06,-1.65,6.42
5.753,1.35,4.89,-1.40,5.26
5.763,0.82,3.55,-0.63,3.70
5.773,0.01,2.16,0.43,2.21
5.783,-0.73,0.94,1.00,1.55
5.793,-1.09,0.12,0.96,1.46
5.803,-1.08,-0.36,0.81,1.39
5.814,-0.69,-0.60,0.49,1.04
5.823,-0.06,-0.80,0.10,0.81
5.834,0.54,-0.99,-0.12,1.14
5.844,0.81,-1.17,-0.28,1.45
5.854,0.77,-1.31,-0.38,1.56
5.864,0.56,-1.52,-0.30,1.64
5.874,0.18,-1.81,-0.14,1.83
5.884,-0.25,-2.08,-0.04,2.10
5.894,-0.62,-2.20,-0.03,2.29
5.904,-0.89,-2.18,-0.05,2.35
5.914,-1.05,-2.08,-0.11,2.33
5.924,-1.14,-2.03,-0.13,2.33
5.934,-1.11,-2.00,-0.11,2.29
5.944,-1.07,-1.91,-0.03,2.19
5.954,-1.04,-1.75,0.07,2.04
5.964,-1.02,-1.53,0.13,1.85
5.974,-0.96,-1.30,0.04,1.61
5.984,-0.92,-1.08,-0.09,1.42
5.994,-0.91,-0.90,-0.11,1.28
6.004,-0.89,-0.79,-0.06,1.19
6.015,-0.84,-0.68,-0.04,1.08
6.025,-0.68,-0.65,0.04,0.94
6.035,-0.42,-0.72,0.23,0.86
6.045,-0.13,-0.90,0.46,1.02
6.055,0.23,-1.11,0.55,1.26
6.065,0.66,-1.26,0.52,1.51
6.075,0.96,-1.46,0.49,1.81
6.085,1.00,-1.69,0.46,2.02
6.095,0.85,-1.96,0.40,2.17
6.105,0.58,-2.12,0.52,2.26
6.115,0.25,-2.30,0.67,2.41
6.125,-0.16,-2.33,0.65,2.42
6.135,-0.43,-2.16,0.34,2.23
6.145,-0.48,-1.95,-0.08,2.01
6.155,-0.46,-1.88,-0.42,1.98
6.166,-0.38,-2.01,-0.56,2.12
6.175,-0.26,-2.38,-0.57,2.46
6.186,-0.29,-2.87,-0.39,2.91
6.195,-0.39,-3.25,-0.13,3.27
6.206,-0.52,-3.26,0.05,3.30
6.216,-0.65,-2.87,0.13,2.95
6.226,-0.75,-2.11,0.18,2.25
6.236,-0.74,-1.32,0.21,1.53
6.246,-0.49,-0.80,0.22,0.96
6.256,-0.14,-0.63,0.45,0.79
6.266,0.31,-0.72,0.77,1.10
6.276,0.64,-1.02,0.85,1.47
6.286,0.83,-1.39,0.90,1.86
6.296,0.76,-1.74,1.06,2.17
6.306,0.67,-1.99,1.25,2.45
6.316,0.79,-2.10,1.50,2.70
6.326,0.98,-2.08,1.69,2.85
6.336,1.09,-1.95,1.64,2.77
6.346,0.80,-1.07,0.19,1.35
6.357,-0.06,0.15,-0.96,0.98
6.367,0.11,1.85,-1.10,2.15
6.377,0.15,3.12,-1.07,3.30
6.387,-1.57,2.91,-1.33,3.57
6.397,-2.38,3.62,-2.04,4.79
6.407,-2.32,5.27,-2.26,6.18
6.417,-2.02,6.46,-2.30,7.15
6.427,-1.58,6.31,-1.63,6.71
6.437,-1.31,5.46,-1.03,5.71
6.447,-0.45,5.83,-1.19,5.97
6.457,0.56,6.70,-0.08,6.73
6.467,0.59,6.72,0.98,6.82
6.477,-0.02,5.38,1.23,5.52
6.487,-0.25,3.80,1.16,3.98
6.497,-0.31,2.63,1.25,2.93
