time,ax,ay,az,atotal
3.711,0.78,-0.78,-0.24,1.13
3.721,0.97,-0.78,-0.03,1.24
3.731,1.06,-0.71,0.21,1.29
3.741,1.08,-0.55,0.37,1.27
3.751,1.13,-0.63,0.51,1.39
3.761,1.09,-0.89,0.70,1.57
3.771,0.97,-1.11,0.93,1.74
3.781,1.02,-1.25,1.13,1.97
3.791,1.11,-1.32,1.20,2.10
3.801,1.24,-1.26,1.11,2.09
3.811,1.48,-1.04,0.90,2.02
3.822,1.53,-0.79,0.72,1.86
3.831,1.47,-0.55,0.63,1.69
3.842,1.31,-0.33,0.52,1.45
3.852,1.02,-0.13,0.48,1.14
3.862,0.73,0.06,0.47,0.88
3.872,0.55,0.31,0.61,0.87
3.882,0.43,0.57,0.85,1.11
3.892,0.48,0.79,1.08,1.42
3.902,0.63,0.86,1.45,1.80
3.912,0.86,0.80,1.91,2.24
3.922,1.10,0.68,2.48,2.80
3.932,1.29,0.63,2.85,3.19
3.942,1.46,0.50,3.01,3.38
3.952,1.60,0.32,3.09,3.49
3.962,1.61,0.40,2.78,3.24
3.972,1.26,0.87,2.12,2.62
3.982,0.76,1.58,1.77,2.49
3.992,0.43,2.09,2.08,2.98
4.002,0.46,2.66,2.11,3.43
4.012,0.23,3.27,0.86,3.39
4.022,-0.22,3.37,-0.87,3.49
4.032,-0.53,3.09,-2.56,4.05
4.042,-0.73,2.50,-4.15,4.90
4.053,-1.43,1.67,-5.00,5.46
4.063,-2.45,0.96,-4.78,5.46
4.073,-2.94,0.30,-4.22,5.15
4.083,-2.98,-0.22,-3.36,4.50
4.093,-2.61,-0.38,-2.32,3.51
4.103,-1.76,-0.44,-1.45,2.32
4.113,-0.94,-0.21,-1.10,1.46
4.123,0.11,0.10,-0.86,0.87
4.133,1.08,0.16,-0.70,1.29
4.143,1.70,0.23,-0.65,1.83
4.153,2.06,0.53,-0.52,2.19
4.163,1.98,1.05,-0.36,2.26
4.173,1.12,1.45,-0.45,1.89
4.183,0.29,1.91,-0.67,2.05
4.193,-0.03,2.39,-0.74,2.50
4.203,-0.93,1.64,-0.80,2.05
4.214,-1.55,0.32,-0.78,1.76
4.224,-1.50,-0.85,-0.58,1.82
4.234,-1.10,-1.61,-0.50,2.01
4.244,-0.70,-2.06,-0.52,2.24
4.254,-0.26,-2.57,-0.41,2.61
4.264,-0.06,-2.85,-0.29,2.87
4.274,-0.02,-2.83,-0.36,2.86
4.284,-0.10,-2.71,-0.46,2.75
4.294,-0.27,-2.55,-0.43,2.60
4.304,-0.52,-2.30,-0.22,2.37
4.314,-0.89,-2.02,0.10,2.21
4.324,-1.23,-1.87,0.34,2.26
4.334,-1.45,-1.80,0.51,2.37
4.344,-1.53,-1.71,0.49,2.35
4.354,-1.42,-1.68,0.36,2.23
4.364,-1.20,-1.78,0.37,2.17
4.374,-0.85,-1.94,0.57,2.19
4.384,-0.31,-2.17,0.85,2.35
4.395,0.34,-2.36,1.02,2.59
4.405,0.90,-2.39,1.22,2.83
4.415,1.22,-2.30,1.46,2.99
4.425,1.33,-2.00,1.46,2.81
4.435,1.18,-1.58,1.53,2.49
4.445,0.95,-0.96,1.53,2.04
4.455,0.69,-0.25,1.31,1.50
4.465,0.44,0.44,1.45,1.58
4.475,0.09,0.93,1.64,1.89
4.485,0.00,1.27,1.69,2.12
4.495,0.34,1.68,2.02,2.65
4.505,0.43,2.07,2.26,3.09
4.515,0.11,2.08,2.17,3.01
4.525,-0.03,1.56,2.43,2.89
4.535,0.58,1.03,3.15,3.36
4.545,1.74,0.91,3.58,4.08
4.555,2.99,1.37,3.40,4.73
4.566,3.64,3.14,2.46,5.40
4.576,3.09,5.55,1.07,6.44
4.586,1.91,7.08,0.63,7.36
4.596,0.42,7.72,0.50,7.75
4.606,-1.96,6.75,-0.82,7.08
4.616,-3.88,4.82,-1.75,6.43
4.626,-3.98,2.98,-1.69,5.25
4.636,-2.94,0.99,-1.35,3.39
4.646,-1.85,-0.80,-1.02,2.26
4.656,-0.93,-2.07,-1.09,2.52
4.666,-0.08,-2.84,-1.18,3.08
4.676,0.57,-2.99,-1.66,3.47
4.686,1.06,-2.52,-2.22,3.52
4.696,0.93,-1.67,-2.45,3.11
4.706,-0.02,-0.79,-2.48,2.60
4.716,-1.26,-0.05,-2.53,2.83
4.726,-2.24,0.44,-2.49,3.38
4.736,-2.89,0.71,-2.39,3.81
4.747,-3.17,0.70,-2.24,3.94
4.757,-3.00,0.36,-1.99,3.61
4.767,-2.33,-0.26,-1.57,2.83
4.777,-1.40,-0.95,-1.04,1.99
4.787,-0.58,-1.40,-0.65,1.65
4.797,0.01,-1.77,-0.57,1.86
4.807,0.58,-2.23,-0.54,2.37
4.817,0.71,-2.22,-0.55,2.40
4.827,0.70,-2.06,-0.76,2.30
4.837,0.76,-2.00,-0.90,2.32
4.847,0.72,-1.92,-1.01,2.29
4.857,0.67,-1.74,-1.06,2.14
4.867,0.69,-1.59,-1.01,2.01
4.877,0.75,-1.41,-0.96,1.86
4.887,0.81,-1.18,-0.89,1.68
4.897,0.83,-0.86,-0.78,1.43
4.907,0.81,-0.52,-0.61,1.14
4.917,0.84,-0.34,-0.37,0.98
4.927,0.90,-0.32,-0.16,0.97
4.938,0.99,-0.27,0.13,1.03
4.948,1.11,-0.43,0.50,1.29
4.958,1.24,-1.03,0.85,1.82
4.968,1.53,-1.68,1.13,2.54
4.978,1.72,-1.96,1.33,2.93
4.988,1.68,-1.97,1.42,2.95
4.998,1.41,-1.90,1.51,2.80
5.008,1.25,-1.79,1.59,2.70
5.018,1.18,-1.50,1.48,2.41
5.028,1.19,-1.05,1.15,1.97
5.038,1.29,-0.61,0.72,1.60
5.048,1.42,-0.27,0.50,1.52
5.058,1.49,0.11,0.46,1.57
5.068,1.45,0.47,0.60,1.64
5.078,1.47,0.80,0.77,1.84
5.088,1.49,0.98,1.02,2.06
5.099,1.42,1.07,1.47,2.31
5.109,1.54,1.01,1.97,2.70
5.119,1.78,0.84,2.81,3.43
5.129,2.21,1.27,3.31,4.18
5.139,2.39,1.71,3.13,4.29
5.149,1.97,1.61,2.91,3.86
5.159,1.25,1.51,2.47,3.16
5.169,0.45,1.66,2.04,2.67
5.179,0.13,1.84,2.13,2.81
5.189,-0.36,2.33,1.77,2.95
5.199,-1.46,2.93,0.28,3.29
5.209,-2.25,3.17,-1.53,4.18
5.219,-2.33,3.12,-3.76,5.42
5.229,-2.57,2.44,-5.71,6.72
5.239,-3.24,1.28,-6.25,7.15
5.249,-4.11,0.32,-5.86,7.17
5.259,-4.28,-0.30,-4.71,6.37
5.269,-3.72,-0.69,-3.16,4.93
5.279,-2.53,-0.43,-2.14,3.34
5.290,-1.13,0.55,-1.82,2.22
5.300,-0.06,1.55,-1.48,2.14
5.310,0.64,1.76,-1.05,2.15
5.320,1.41,1.34,-0.92,2.15
5.330,1.99,1.14,-0.67,2.39
5.340,2.23,1.45,-0.21,2.67
5.350,2.01,1.91,0.18,2.78
5.360,1.02,1.87,0.04,2.13
5.370,0.38,1.75,-0.39,1.83
5.380,0.96,1.94,-0.66,2.27
5.390,0.54,0.83,-1.05,1.44
5.400,-0.02,-0.48,-0.89,1.01
5.410,0.23,-1.12,-0.52,1.26
5.420,0.55,-1.56,-0.71,1.80
5.431,0.56,-2.12,-1.02,2.42
5.440,0.42,-2.68,-1.00,2.89
5.451,-0.14,-3.09,-0.68,3.16
5.461,-0.78,-3.40,-0.27,3.50
5.471,-1.22,-3.50,0.08,3.71
5.481,-1.44,-3.48,0.06,3.77
5.491,-1.56,-3.25,-0.11,3.61
5.501,-1.65,-2.92,0.06,3.35
5.511,-1.62,-2.69,0.31,3.16
5.521,-1.48,-2.57,0.47,3.00
5.531,-1.21,-2.50,0.52,2.82
5.541,-0.80,-2.40,0.50,2.58
5.551,-0.46,-2.21,0.54,2.32
5.561,-0.16,-1.99,0.58,2.08
5.571,0.04,-1.74,0.64,1.86
5.581,0.24,-1.50,0.77,1.70
5.591,0.59,-1.28,0.96,1.71
5.601,0.90,-1.00,1.13,1.76
5.611,1.08,-0.65,1.10,1.67
5.622,0.98,-0.41,1.04,1.49
5.632,0.73,-0.19,0.89,1.17
5.641,0.45,0.08,0.92,1.03
5.652,0.30,0.40,1.09,1.20
5.661,0.13,0.64,1.46,1.60
5.672,0.16,0.81,1.77,1.96
5.682,0.38,1.18,1.73,2.13
5.692,0.15,1.52,1.51,2.14
5.702,-0.26,1.75,1.51,2.33
5.712,-0.12,1.45,2.26,2.68
5.722,1.08,1.02,3.04,3.38
5.732,2.55,1.43,3.28,4.39
5.742,3.51,3.23,2.58,5.43
5.752,3.41,5.31,1.27,6.43
5.762,2.61,6.80,0.73,7.32
5.772,1.15,7.96,0.34,8.05
5.782,-0.99,8.39,-0.41,8.45
5.792,-3.22,7.16,-0.98,7.91
5.802,-3.90,4.41,-0.78,5.94
5.813,-3.08,1.36,-0.24,3.37
5.823,-1.99,-1.13,0.04,2.29
5.833,-1.11,-2.98,0.21,3.19
5.843,-0.04,-4.06,0.04,4.06
5.853,0.81,-4.34,-0.51,4.44
5.863,1.34,-3.76,-1.40,4.22
5.873,1.60,-2.67,-2.08,3.74
5.883,1.03,-1.46,-2.45,3.03
5.893,-0.25,-0.22,-2.58,2.60
5.903,-1.72,0.73,-2.64,3.23
5.913,-2.90,1.20,-2.71,4.14
5.923,-3.68,1.17,-2.68,4.70
5.933,-3.82,0.83,-2.39,4.58
5.943,-3.34,0.30,-2.01,3.91
5.953,-2.36,-0.49,-1.58,2.89
5.963,-1.23,-1.39,-1.10,2.16
5.973,-0.63,-1.63,-0.70,1.88
5.983,0.06,-2.00,-0.67,2.11
5.993,0.57,-2.01,-0.68,2.20
6.004,0.74,-1.63,-0.75,1.94
6.014,0.97,-1.49,-0.81,1.95
6.024,1.06,-1.44,-0.73,1.94
6.034,1.08,-1.38,-0.60,1.85
6.044,1.14,-1.42,-0.54,1.90
6.054,1.18,-1.39,-0.46,1.88
6.064,1.10,-1.29,-0.45,1.75
6.074,1.08,-1.13,-0.46,1.63
6.084,1.13,-1.05,-0.30,1.57
6.094,1.25,-1.00,-0.16,1.61
6.104,1.22,-0.86,-0.08,1.49
6.114,0.98,-0.66,-0.01,1.18
6.124,0.96,-0.74,0.29,1.25
6.134,1.04,-1.23,0.59,1.71
6.144,0.95,-1.74,0.92,2.18
6.154,0.94,-1.97,1.18,2.48
6.164,0.88,-1.98,1.22,2.48
6.174,0.70,-1.88,1.07,2.28
6.185,0.60,-1.78,0.95,2.11
6.195,0.58,-1.46,0.88,1.80
6.205,0.78,-1.03,0.80,1.53
6.215,1.12,-0.63,0.55,1.40
6.225,1.47,-0.33,0.36,1.55
6.235,1.78,0.01,0.26,1.80
6.245,1.93,0.47,0.32,2.01
6.255,2.02,0.83,0.56,2.25
6.265,1.91,0.96,1.14,2.43
6.275,1.73,0.96,1.93,2.76
6.285,1.92,0.80,2.63,3.35
6.295,2.41,0.63,2.98,3.88
6.305,2.59,0.48,3.06,4.04
6.315,2.36,0.42,2.83,3.71
6.325,1.85,0.56,2.41,3.09
6.335,1.02,1.05,1.95,2.44
6.346,-0.08,1.84,1.68,2.49
6.356,-0.85,2.53,1.93,3.29
6.366,-1.49,3.24,2.07,4.12
6.376,-2.24,3.91,0.92,4.60
6.386,-2.39,4.05,-1.13,4.83
6.396,-1.65,3.69,-3.33,5.24
6.406,-1.21,2.77,-5.15,5.97
6.416,-1.70,1.48,-5.80,6.22
6.426,-2.48,0.41,-5.44,5.99
6.436,-3.15,-0.21,-4.55,5.53
6.446,-3.38,-0.37,-3.17,4.65
6.456,-2.79,-0.14,-2.32,3.63
6.466,-1.72,0.56,-1.84,2.58
6.476,-0.57,1.00,-1.34,1.77
6.486,0.14,1.08,-0.72,1.30
6.496,1.12,0.97,-0.54,1.58
6.506,2.00,0.78,-0.81,2.29
6.516,2.53,0.93,-0.71,2.79
6.526,2.49,1.24,-0.35,2.81
6.537,1.60,1.36,-0.36,2.13
6.546,0.51,1.38,-0.61,1.59
6.557,0.28,1.72,-0.78,1.91
6.567,-0.32,1.33,-0.89,1.64
6.577,-1.01,0.22,-0.85,1.34
