time,ax,ay,az,atotal
4.022,0.57,-1.06,-0.30,1.24
4.032,0.47,-0.68,-0.27,0.87
4.042,0.38,-0.48,-0.23,0.66
4.052,0.28,-0.43,-0.07,0.52
4.063,0.32,-0.43,0.14,0.56
4.073,0.49,-0.28,0.30,0.64
4.083,0.66,0.08,0.35,0.75
4.093,0.64,0.26,0.31,0.76
4.103,0.51,0.04,0.41,0.66
4.113,0.47,-0.30,0.64,0.85
4.123,0.54,-0.48,0.85,1.12
4.133,0.72,-0.48,0.92,1.26
4.143,0.77,-0.38,0.82,1.18
4.153,0.68,-0.33,0.72,1.04
4.163,0.66,-0.30,0.81,1.09
4.173,0.57,-0.09,0.98,1.14
4.183,0.52,0.24,1.03,1.18
4.193,0.49,0.71,0.78,1.16
4.203,0.44,1.25,0.46,1.40
4.213,0.33,1.48,0.20,1.53
4.223,0.25,1.37,0.12,1.39
4.233,0.27,1.23,0.40,1.33
4.243,0.40,1.25,0.79,1.53
4.253,0.61,1.35,1.08,1.83
4.264,0.71,1.60,0.91,1.98
4.274,0.85,1.87,0.55,2.13
4.284,1.19,1.94,0.69,2.38
4.294,1.80,2.19,1.06,3.02
4.304,2.15,2.84,1.01,3.71
4.314,1.84,3.72,0.49,4.18
4.324,1.01,4.19,0.05,4.31
4.334,0.23,4.20,0.01,4.21
4.344,-0.20,4.07,0.04,4.08
4.354,-0.56,3.75,-0.10,3.79
4.364,-0.95,3.06,-0.34,3.22
4.374,-1.17,2.11,-0.87,2.56
4.384,-1.22,1.08,-1.57,2.26
4.394,-1.37,0.16,-2.16,2.56
4.404,-1.60,-0.55,-2.44,2.97
4.414,-1.66,-0.93,-2.34,3.02
4.424,-1.39,-0.98,-2.07,2.68
4.435,-0.95,-0.78,-1.64,2.05
4.445,-0.55,-0.41,-1.21,1.39
4.455,-0.36,-0.05,-0.97,1.03
4.465,-0.29,0.18,-0.62,0.71
4.475,-0.30,0.28,-0.10,0.43
4.485,-0.32,0.23,0.29,0.49
4.495,-0.17,0.18,0.35,0.43
4.505,0.07,0.27,0.20,0.34
4.515,0.43,0.59,0.05,0.73
4.525,0.74,0.65,-0.16,1.00
4.535,0.63,0.35,-0.37,0.81
4.545,0.13,-0.11,-0.45,0.48
4.555,-0.40,-0.60,-0.38,0.82
4.565,-0.83,-0.91,-0.28,1.27
4.575,-1.13,-1.06,-0.24,1.57
4.585,-1.22,-1.11,-0.11,1.65
4.595,-1.11,-1.15,0.05,1.60
4.605,-0.85,-1.23,0.06,1.50
4.615,-0.65,-1.22,0.02,1.38
4.626,-0.42,-1.26,-0.07,1.33
4.636,-0.11,-1.32,-0.19,1.34
4.646,0.15,-1.33,-0.06,1.34
4.656,0.40,-1.33,0.11,1.40
4.666,0.62,-1.37,0.24,1.52
4.676,0.66,-1.49,0.25,1.65
4.686,0.71,-1.55,0.12,1.71
4.696,0.82,-1.65,0.06,1.85
4.706,0.87,-1.78,0.09,1.99
4.716,0.90,-1.95,0.03,2.15
4.726,0.81,-2.10,-0.11,2.26
4.736,0.38,-2.09,-0.23,2.13
4.746,-0.07,-2.03,-0.35,2.06
4.756,-0.50,-2.02,-0.37,2.11
4.766,-0.83,-2.05,-0.14,2.22
4.776,-1.04,-2.07,0.25,2.33
4.787,-1.11,-2.04,0.56,2.39
4.797,-0.93,-1.97,0.72,2.29
4.807,-0.61,-1.84,0.80,2.10
4.817,-0.25,-1.61,0.81,1.82
4.827,0.20,-1.31,0.88,1.60
4.837,0.56,-0.97,0.93,1.46
4.847,0.80,-0.59,0.85,1.31
4.857,0.94,-0.31,0.71,1.22
4.867,0.94,-0.12,0.65,1.15
4.877,0.83,0.09,0.74,1.12
4.887,0.73,0.29,0.83,1.15
4.897,0.65,0.39,0.98,1.24
4.907,0.55,0.47,1.09,1.31
4.917,0.48,0.61,1.18,1.41
4.927,0.51,0.81,1.25,1.57
4.937,0.66,1.00,1.19,1.69
4.947,0.76,1.23,1.01,1.77
4.957,0.60,1.17,1.12,1.73
4.967,0.27,0.81,1.43,1.66
4.977,0.18,0.95,1.18,1.52
4.988,-0.01,2.11,1.11,2.38
4.998,-0.62,3.69,0.89,3.84
5.008,-1.36,4.27,0.86,4.56
5.018,-1.44,4.44,1.48,4.90
5.028,-1.54,4.86,1.15,5.22
5.038,-1.88,5.12,0.41,5.47
5.048,-1.98,4.64,-0.01,5.05
5.058,-1.74,3.49,-0.18,3.91
5.068,-1.34,2.09,-0.25,2.50
5.078,-0.84,0.95,-0.39,1.32
5.088,-0.23,0.28,-0.59,0.69
5.098,0.34,-0.08,-0.77,0.85
5.108,0.69,-0.22,-0.91,1.16
5.118,0.86,-0.32,-1.01,1.37
5.128,0.82,-0.51,-1.02,1.40
5.138,0.62,-0.70,-1.13,1.47
5.148,0.26,-0.72,-1.35,1.55
5.158,-0.29,-0.55,-1.51,1.63
5.169,-0.82,-0.27,-1.54,1.76
5.179,-1.19,0.02,-1.48,1.90
5.189,-1.32,0.30,-1.34,1.91
5.199,-1.30,0.41,-1.13,1.77
5.209,-1.15,0.28,-0.94,1.51
5.219,-1.03,-0.09,-0.73,1.27
5.229,-1.03,-0.49,-0.49,1.24
5.239,-0.93,-0.85,-0.29,1.29
5.249,-0.65,-1.23,-0.12,1.39
5.259,-0.25,-1.56,-0.10,1.58
5.269,0.16,-1.82,-0.22,1.84
5.279,0.64,-2.14,-0.31,2.25
5.289,0.89,-2.27,-0.43,2.48
5.299,1.07,-2.37,-0.57,2.66
5.309,1.22,-2.56,-0.60,2.90
5.319,1.16,-2.62,-0.60,2.93
5.329,1.04,-2.59,-0.64,2.87
5.340,0.62,-2.32,-0.69,2.50
5.350,0.22,-2.22,-0.71,2.34
5.360,-0.03,-2.15,-0.75,2.28
5.370,-0.17,-2.05,-0.70,2.17
5.380,-0.20,-1.83,-0.59,1.93
5.390,-0.13,-1.45,-0.45,1.52
5.400,0.09,-1.06,-0.41,1.14
5.410,0.24,-0.90,-0.35,1.00
5.420,0.44,-1.00,-0.21,1.11
5.430,0.74,-1.19,-0.14,1.41
5.440,0.96,-1.41,-0.15,1.71
5.450,1.16,-1.48,-0.08,1.89
5.460,1.30,-1.25,0.01,1.81
5.470,1.23,-0.97,0.11,1.57
5.480,0.92,-0.81,0.04,1.23
5.490,0.49,-0.79,0.01,0.93
5.500,0.19,-0.80,0.18,0.85
5.511,0.17,-0.69,0.46,0.84
5.520,0.26,-0.40,0.62,0.79
5.531,0.35,-0.12,0.61,0.72
5.541,0.40,0.16,0.54,0.69
5.551,0.45,0.35,0.59,0.82
5.561,0.51,0.42,0.65,0.93
5.571,0.57,0.40,0.65,0.95
5.581,0.74,0.27,0.64,1.02
5.591,0.94,0.21,0.73,1.21
5.601,1.15,0.18,0.84,1.44
5.611,1.32,0.13,0.89,1.60
5.621,1.42,0.22,0.95,1.72
5.631,1.47,0.41,1.00,1.83
5.641,1.47,0.73,1.07,1.96
5.651,1.39,1.13,1.08,2.09
5.661,1.28,1.49,1.04,2.22
5.671,1.13,1.86,1.26,2.52
5.682,0.98,2.30,1.46,2.89
5.691,0.86,2.66,1.36,3.11
5.701,0.81,2.92,0.87,3.16
5.712,0.71,3.32,0.51,3.44
5.722,0.58,3.93,0.19,3.98
5.732,0.14,4.47,-0.43,4.49
5.742,-0.78,4.55,-0.99,4.72
5.752,-1.61,4.25,-1.04,4.66
5.762,-1.87,3.83,-0.95,4.37
5.772,-1.68,3.33,-1.23,3.93
5.782,-1.75,2.74,-1.72,3.68
5.792,-2.05,1.99,-2.25,3.63
5.802,-2.02,1.08,-2.60,3.46
5.812,-1.69,0.24,-2.65,3.15
5.822,-1.08,-0.24,-2.42,2.66
5.832,-0.44,-0.19,-2.13,2.18
5.842,0.24,0.24,-1.80,1.84
5.853,0.86,0.82,-1.55,1.96
5.863,1.04,1.08,-1.26,1.96
5.873,0.73,0.87,-0.90,1.45
5.882,0.15,0.35,-0.49,0.62
5.892,-0.55,-0.10,0.03,0.56
5.903,-1.06,-0.39,0.44,1.21
5.913,-1.22,-0.33,0.58,1.39
5.923,-0.92,-0.05,0.44,1.02
5.933,-0.18,0.24,0.23,0.37
5.943,0.22,0.07,-0.05,0.23
5.953,0.21,-0.59,-0.38,0.73
5.963,0.21,-1.33,-0.76,1.55
5.973,0.07,-1.95,-0.96,2.18
5.983,-0.24,-2.24,-0.82,2.40
5.993,-0.63,-2.36,-0.60,2.52
6.003,-0.95,-2.44,-0.41,2.65
6.013,-1.05,-2.52,-0.37,2.75
6.023,-1.10,-2.54,-0.46,2.80
6.033,-0.91,-2.47,-0.48,2.68
6.044,-0.60,-2.45,-0.55,2.58
6.054,-0.27,-2.38,-0.56,2.46
6.064,0.06,-2.21,-0.54,2.28
6.074,0.33,-2.12,-0.56,2.22
6.083,0.49,-2.18,-0.53,2.30
6.094,0.22,-2.24,-0.56,2.32
6.104,-0.08,-2.29,-0.49,2.34
6.114,-0.35,-2.34,-0.35,2.39
6.124,-0.47,-2.33,-0.16,2.38
6.134,-0.50,-2.26,-0.06,2.32
6.144,-0.51,-2.08,-0.02,2.14
6.154,-0.51,-1.85,0.16,1.92
6.164,-0.50,-1.66,0.44,1.79
6.174,-0.48,-1.46,0.82,1.74
6.184,-0.31,-1.30,1.06,1.70
6.194,0.11,-1.12,1.11,1.58
6.204,0.57,-0.93,1.02,1.49
6.215,0.98,-0.80,0.77,1.48
6.225,1.18,-0.64,0.54,1.45
6.234,1.22,-0.39,0.45,1.36
6.244,1.09,-0.10,0.52,1.21
6.255,0.81,0.16,0.71,1.09
6.265,0.54,0.30,0.89,1.08
6.275,0.35,0.44,0.91,1.07
6.285,0.32,0.48,0.83,1.01
6.295,0.40,0.37,0.81,0.97
6.305,0.54,0.21,0.77,0.97
6.315,0.71,0.11,0.73,1.02
6.325,0.84,0.18,0.81,1.18
6.335,0.84,0.34,0.95,1.32
6.345,0.80,0.55,1.05,1.43
6.355,0.83,0.71,1.18,1.61
6.365,0.88,0.78,1.35,1.79
6.376,0.93,0.77,1.38,1.84
6.385,0.97,0.76,1.23,1.74
6.396,0.90,0.68,1.01,1.52
6.405,0.34,0.44,0.70,0.89
6.416,-0.21,0.54,0.35,0.68
6.426,-0.52,1.97,0.46,2.08
6.436,-1.21,3.89,0.24,4.08
6.446,-1.54,5.19,0.65,5.45
6.456,-1.38,5.84,0.96,6.08
6.466,-1.21,5.93,1.03,6.14
6.476,-1.00,5.76,0.79,5.90
6.486,-1.04,5.05,0.45,5.18
6.496,-0.83,4.00,0.41,4.11
6.506,-0.38,2.67,0.33,2.72
6.516,0.20,1.23,0.24,1.27
6.526,0.77,0.18,0.00,0.79
6.536,1.14,-0.31,-0.40,1.25
6.546,1.21,-0.57,-0.85,1.58
6.556,0.96,-0.81,-1.10,1.67
6.566,0.43,-1.16,-1.24,1.75
